Cave	RefPassage	RefStation	Passage	Station	Start	End	Depth	Length	Azimuth	Inclination	LRUDs	Left	Right	Up	Down	ProfileX	ProfileY	Profile	Instrument	Direction	Weight	Loop	Colour	Level	Date	Surveyor	Title	Info	Material	Tasks	Comment	RefCave	RefX	RefY	RefZ	X	Y	Z	State
1323/42	16	3	16	4	0	0	0.00	12.00	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	3	08/05/1996	0							86.14	64.00	-270.91	86.14	64.00	-282.91	
1323/42	10	26	17	1	0	0	0.00	8.10	120	-20	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	3	08/05/1996	0							82.18	74.32	-277.81	88.77	70.52	-280.58	
1323/42	17	1	16	4	0	0	0.00	8.40	207	-15	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	17	2	3	08/05/1996	0							88.77	70.52	-280.58	85.09	63.29	-282.76	
1323/42	10	26	18	1	0	0	0.00	5.60	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	3	08/05/1996	0							82.18	74.32	-277.81	82.18	74.32	-283.41	
1323/42	17	1	19	1	0	0	0.00	11.20	330	20	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	3	08/05/1996	0							88.77	70.52	-280.58	83.51	79.63	-276.75	
1323/42	10	18	20	1	0	0	0.00	5.00	82	10	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							83.79	64.54	-236.92	88.67	65.23	-236.05	
1323/42	20	1	20	2	0	0	0.00	3.40	35	-42	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0	P17						88.67	65.23	-236.05	90.12	67.30	-238.32	
1323/42	20	2	20	3	0	0	0.00	7.63	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							90.12	67.30	-238.32	90.12	67.30	-245.95	
1323/42	20	3	20	4	0	0	0.00	4.72	32	10	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							90.12	67.30	-245.95	92.58	71.24	-245.14	
1323/42	20	4	20	5	0	0	0.00	8.52	32	-83.2	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							92.58	71.24	-245.14	93.12	72.09	-253.60	
1323/42	20	5	20	6	0	0	0.00	8.35	89	9	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							93.12	72.09	-253.60	101.36	72.24	-252.29	
1323/42	20	6	20	7	0	0	0.00	8.28	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							101.36	72.24	-252.29	101.36	72.24	-260.57	
1323/42	20	7	20	8	0	0	0.00	3.00	25	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							101.36	72.24	-260.57	102.63	74.96	-260.57	
1323/42	20	8	20	9	0	0	0.00	2.83	355	16	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							102.63	74.96	-260.57	102.39	77.67	-259.79	
1323/42	20	9	20	10	0	0	0.00	3.65	66	-1	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							102.39	77.67	-259.79	105.73	79.15	-259.85	
1323/42	20	10	20	11	0	0	0.00	6.89	76	-5	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0	Beach, P8						105.73	79.15	-259.85	112.39	80.81	-260.45	
1323/42	20	11	20	12	0	0	0.00	7.78	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							112.39	80.81	-260.45	112.39	80.81	-268.23	
1323/42	20	12	20	13	0	0	0.00	6.94	139	35	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							112.39	80.81	-268.23	116.12	76.52	-264.25	
1323/42	20	13	20	14	0	0	0.00	3.48	70	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							116.12	76.52	-264.25	119.37	77.71	-263.89	
1323/42	20	14	20	15	0	0	0.00	3.16	357	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							119.37	77.71	-263.89	119.21	80.83	-263.45	
1323/42	20	15	20	16	0	0	0.00	6.42	71	-44	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							119.21	80.83	-263.45	123.57	82.33	-267.91	
1323/42	20	16	20	17	0	0	0.00	3.60	36	-26	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0	P18						123.57	82.33	-267.91	125.47	84.95	-269.49	
1323/42	20	17	20	18	0	0	0.00	18.12	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							125.47	84.95	-269.49	125.47	84.95	-287.61	
1323/42	20	18	20	19	0	0	0.00	10.04	0	25	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							125.47	84.95	-287.61	125.47	94.05	-283.36	
1323/42	20	19	20	20	0	0	0.00	4.06	338	10	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0	Fledermaushalle, P21						125.47	94.05	-283.36	123.98	97.76	-282.66	
1323/42	20	20	20	21	0	0	0.00	15.40	322	-60	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/07/1996	0							123.98	97.76	-282.66	119.24	103.83	-296.00	
1323/42	20	21	20	22	0	0	0.00	7.60	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0							119.24	103.83	-296.00	119.24	103.83	-303.60	
1323/42	20	22	20	23	0	0	0.00	1.00	345	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	0	0	0	2	2	08/09/1996	0							119.24	103.83	-303.60	118.98	104.79	-303.60	
1323/42	20	23	20	24	0	0	0.00	6.31	258	-20	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/09/1996	0							118.98	104.79	-303.60	113.18	103.56	-305.75	
1323/42	20	24	20	25	0	0	0.00	6.47	166	-48	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/09/1996	0							113.18	103.56	-305.75	114.22	99.36	-310.56	
1323/42	20	25	20	26	0	0	0.00	3.19	30	24	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0	P15						114.22	99.36	-310.56	115.68	101.88	-309.26	
1323/42	20	26	20	27	0	0	0.00	14.75	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							115.68	101.88	-309.26	115.68	101.88	-324.01	
1323/42	20	27	20	28	0	0	0.00	1.85	10	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0	P10						115.68	101.88	-324.01	116.00	103.70	-324.01	
1323/42	20	28	20	29	0	0	0.00	9.60	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							116.00	103.70	-324.01	116.00	103.70	-333.61	
1323/42	20	29	20	30	0	0	0.00	7.96	75	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0	P32						116.00	103.70	-333.61	123.69	105.76	-333.61	
1323/42	20	30	20	31	0	0	0.00	3.98	10	-15	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							123.69	105.76	-333.61	124.36	109.55	-334.64	
1323/42	20	31	20	32	0	0	0.00	24.70	0	-83	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							124.36	109.55	-334.64	124.36	112.56	-359.16	
1323/42	20	32	20	33	0	0	0.00	5.92	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0	E7						124.36	112.56	-359.16	124.36	112.56	-365.08	
1323/42	20	33	20	34	0	0	0.00	10.02	60	45	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0	P9						124.36	112.56	-365.08	130.49	116.10	-357.99	
1323/42	20	34	20	35	0	0	0.00	3.00	5	-43	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							130.49	116.10	-357.99	130.69	118.29	-360.04	
1323/42	20	35	20	36	0	0	0.00	7.05	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							130.69	118.29	-360.04	130.69	118.29	-367.09	
1323/42	20	36	20	37	0	0	0.00	14.54	310	23	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							130.69	118.29	-367.09	120.43	126.89	-361.41	
1323/42	20	37	20	38	0	0	0.00	3.06	242	-7	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0	China-Syndrom, P55						120.43	126.89	-361.41	117.75	125.47	-361.78	
1323/42	20	38	20	39	0	0	0.00	6.30	351	-24	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							117.75	125.47	-361.78	116.85	131.15	-364.35	
1323/42	20	39	20	40	0	0	0.00	52.15	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							116.85	131.15	-364.35	116.85	131.15	-416.50	
1323/42	20	40	20	41	0	0	0.00	9.33	36	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							116.85	131.15	-416.50	122.28	138.63	-415.20	
1323/42	20	41	20	42	0	0	0.00	7.27	331	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							122.28	138.63	-415.20	118.78	144.95	-414.44	
1323/42	20	42	20	43	0	0	0.00	4.67	7	30	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							118.78	144.95	-414.44	119.27	148.96	-412.10	
1323/42	20	43	20	44	0	0	0.00	2.39	60	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							119.27	148.96	-412.10	121.33	150.15	-411.93	
1323/42	20	44	20	45	0	0	0.00	2.57	126	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							121.33	150.15	-411.93	123.41	148.65	-411.76	
1323/42	20	45	20	46	0	0	0.00	3.52	126	-82	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	Haifisch-Mäander						123.41	148.65	-411.76	123.80	148.36	-415.24	
1323/42	20	46	20	47	0	0	0.00	9.68	59	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							123.80	148.36	-415.24	132.10	153.34	-414.90	
1323/42	20	47	20	48	0	0	0.00	3.50	45	-12	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							132.10	153.34	-414.90	134.52	155.76	-415.63	
1323/42	20	48	20	49	0	0	0.00	1.15	75	-42	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	P21						134.52	155.76	-415.63	135.34	155.98	-416.40	
1323/42	20	49	20	50	0	0	0.00	7.46	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							135.34	155.98	-416.40	135.34	155.98	-423.86	
1323/42	20	50	20	51	0	0	0.00	1.85	82	-20	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							135.34	155.98	-423.86	137.06	156.23	-424.49	
1323/42	20	51	20	52	0	0	0.00	5.16	35	-53	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							137.06	156.23	-424.49	138.85	158.77	-428.61	
1323/42	20	52	20	53	0	0	0.00	8.98	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	Terminal 1, Biwak 5						138.85	158.77	-428.61	138.85	158.77	-437.59	
1323/42	20	53	20	54	0	0	0.00	10.95	351	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							138.85	158.77	-437.59	137.15	169.48	-436.07	
1323/42	20	54	20	55	0	0	0.00	4.28	282	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							137.15	169.48	-436.07	132.98	170.37	-435.70	
1323/42	20	55	20	56	0	0	0.00	2.70	270	33	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	P22						132.98	170.37	-435.70	130.71	170.37	-434.23	
1323/42	20	56	20	57	0	0	0.00	7.25	18	-64	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							130.71	170.37	-434.23	131.70	173.39	-440.74	
1323/42	20	57	20	58	0	0	0.00	15.15	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	Dirk's End						131.70	173.39	-440.74	131.70	173.39	-455.89	
1323/42	20	58	20	59	0	0	0.00	5.65	292	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	P25						131.70	173.39	-455.89	126.46	175.51	-455.89	
1323/42	20	59	20	60	0	0	0.00	24.85	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							126.46	175.51	-455.89	126.46	175.51	-480.74	
1323/42	20	60	20	61	0	0	0.00	14.75	275	17	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0							126.46	175.51	-480.74	112.41	176.74	-476.43	
1323/42	20	61	20	62	0	0	0.00	4.15	10	-31	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/13/1997	0	P39						112.41	176.74	-476.43	113.02	180.24	-478.57	
1323/42	20	62	20	63	0	0	0.00	30.30	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							113.02	180.24	-478.57	113.02	180.24	-508.87	
1323/42	20	63	20	64	0	0	0.00	15.85	40	132	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							113.02	180.24	-508.87	121.19	191.48	-516.50	
1323/42	20	64	20	65	0	0	0.00	5.16	377	129	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							121.19	191.48	-516.50	119.55	195.81	-518.77	
1323/42	20	65	20	66	0	0	0.00	5.89	135	127	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							119.55	195.81	-518.77	124.13	193.01	-521.20	
1323/42	20	66	20	67	0	0	0.00	4.79	10	136	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							124.13	193.01	-521.20	124.76	197.00	-523.76	
1323/42	20	67	20	68	0	0	0.00	7.77	366	125	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							124.76	197.00	-523.76	121.11	203.18	-526.74	
1323/42	20	68	20	69	0	0	0.00	1.17	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							121.11	203.18	-526.74	121.11	203.18	-527.91	
1323/42	20	69	20	70	0	0	0.00	3.87	370	137	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0	Stolichnaja-Fluss						121.11	203.18	-527.91	119.64	206.06	-530.03	
1323/42	20	70	20	71	0	0	0.00	13.59	348	96	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							119.64	206.06	-530.03	109.75	215.35	-529.18	
1323/42	20	71	20	72	0	0	0.00	2.10	390	114	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							109.75	215.35	-529.18	109.43	217.37	-529.64	
1323/42	20	72	20	73	0	0	0.00	5.25	328	72	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0	P5						109.43	217.37	-529.64	105.13	219.39	-527.40	
1323/42	20	73	20	74	0	0	0.00	6.45	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							105.13	219.39	-527.40	105.13	219.39	-533.85	
1323/42	20	74	20	75	0	0	0.00	3.19	335	56	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0	Lucky Blue Glove Cascades						105.13	219.39	-533.85	103.04	220.68	-531.82	
1323/42	20	75	20	76	0	0	0.00	3.37	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							103.04	220.68	-531.82	103.04	220.68	-535.19	
1323/42	20	76	20	77	0	0	0.00	3.34	300	110	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							103.04	220.68	-535.19	99.74	220.68	-535.71	
1323/42	20	77	20	78	0	0	0.00	1.02	5	98	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0	P8						99.74	220.68	-535.71	99.82	221.69	-535.68	
1323/42	20	78	20	79	0	0	0.00	8.40	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							99.82	221.69	-535.68	99.82	221.69	-544.08	
1323/42	20	79	20	80	0	0	0.00	10.41	395	140	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							99.82	221.69	-544.08	99.16	230.09	-550.20	
1323/42	20	80	20	81	0	0	0.00	3.61	247	100	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0	Drachenzahn, P28						99.16	230.09	-550.20	96.73	227.42	-550.20	
1323/42	20	81	20	82	0	0	0.00	28.17	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							96.73	227.42	-550.20	96.73	227.42	-578.37	
1323/42	20	82	20	83	0	0	0.00	9.88	360	152	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							96.73	227.42	-578.37	92.75	232.89	-585.57	
1323/42	20	83	20	84	0	0	0.00	6.82	263	131	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							92.75	232.89	-585.57	87.71	229.58	-588.76	
1323/42	20	84	20	85	0	0	0.00	2.51	12	136	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							87.71	229.58	-588.76	88.11	231.66	-590.11	
1323/42	20	85	20	86	0	0	0.00	5.32	341	114	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							88.11	231.66	-590.11	83.96	234.78	-591.27	
1323/42	20	86	20	87	0	0	0.00	2.76	279	135	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0	Treppenhaus, P10						83.96	234.78	-591.27	81.73	234.02	-592.71	
1323/42	20	87	20	88	0	0	0.00	6.41	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/11/1998	0							81.73	234.02	-592.71	81.73	234.02	-599.12	
1323/42	20	88	20	89	0	0	0.00	8.64	310	135	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0	P9						81.73	234.02	-599.12	74.46	235.17	-603.63	
1323/42	20	89	20	90	0	0	0.00	12.17	345	155	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0	P8						74.46	235.17	-603.63	68.45	240.30	-612.89	
1323/42	20	90	20	91	0	0	0.00	8.90	360	164	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							68.45	240.30	-612.89	65.64	244.16	-620.40	
1323/42	20	91	20	92	0	0	0.00	10.82	268	97	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0	P8						65.64	244.16	-620.40	56.17	238.95	-619.89	
1323/42	20	92	20	93	0	0	0.00	9.71	390	160	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							56.17	238.95	-619.89	55.28	244.59	-627.75	
1323/42	20	93	20	94	0	0	0.00	2.61	75	103	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							55.28	244.59	-627.75	57.69	245.59	-627.87	
1323/42	20	94	20	95	0	0	0.00	4.18	30	64	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							57.69	245.59	-627.87	59.29	248.73	-625.63	
1323/42	20	95	20	96	0	0	0.00	10.35	58	94	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							59.29	248.73	-625.63	67.43	255.05	-624.66	
1323/42	20	96	20	97	0	0	0.00	2.17	325	74	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0	R3						67.43	255.05	-624.66	65.59	255.81	-623.80	
1323/42	20	97	20	98	0	0	0.00	3.81	20	150	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							65.59	255.81	-623.80	66.42	258.37	-626.49	
1323/42	20	98	20	99	0	0	0.00	6.45	50	78	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							66.42	258.37	-626.49	70.72	262.66	-624.30	
1323/42	20	99	20	100	0	0	0.00	10.60	50	95	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							70.72	262.66	-624.30	78.19	270.14	-623.47	
1323/42	20	100	20	101	0	0	0.00	2.47	345	105	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0	Geburtstagsmäander						78.19	270.14	-623.47	76.32	271.74	-623.67	
1323/42	20	101	20	102	0	0	0.00	4.95	40	162	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							76.32	271.74	-623.67	77.95	273.99	-627.76	
1323/42	20	102	20	103	0	0	0.00	5.27	352	87	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							77.95	273.99	-627.76	74.42	277.75	-626.69	
1323/42	20	103	20	104	0	0	0.00	1.36	33	88	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							74.42	277.75	-626.69	75.08	278.91	-626.44	
1323/42	20	104	20	105	0	0	0.00	0.69	332	141	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0	P4						75.08	278.91	-626.44	74.60	279.18	-626.85	
1323/42	20	105	20	106	0	0	0.00	3.96	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							74.60	279.18	-626.85	74.60	279.18	-630.81	
1323/42	20	106	20	107	0	0	0.00	8.29	308	70	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							74.60	279.18	-630.81	67.27	280.10	-627.05	
1323/42	20	107	20	108	0	0	0.00	2.33	305	132	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0	R6						67.27	280.10	-627.05	65.23	280.26	-628.17	
1323/42	20	108	20	109	0	0	0.00	7.98	343	144	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							65.23	280.26	-628.17	60.43	284.11	-633.26	
1323/42	20	109	20	110	0	0	0.00	4.90	340	66	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							60.43	284.11	-633.26	57.02	286.58	-630.76	
1323/42	20	110	20	111	0	0	0.00	4.35	51	111	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							57.02	286.58	-630.76	60.10	289.57	-631.51	
1323/42	20	111	20	112	0	0	0.00	5.53	71	101	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							60.10	289.57	-631.51	65.06	292.00	-631.60	
1323/42	20	112	20	113	0	0	0.00	13.07	55	97	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							65.06	292.00	-631.60	74.99	300.48	-630.98	
1323/42	20	113	20	114	0	0	0.00	8.89	54	100	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							74.99	300.48	-630.98	81.66	306.36	-630.98	
1323/42	20	114	20	115	0	0	0.00	9.42	52	99	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							81.66	306.36	-630.98	88.53	312.81	-630.83	
1323/42	20	115	20	116	0	0	0.00	3.14	345	100	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							88.53	312.81	-630.83	86.14	314.84	-630.83	
1323/42	20	116	20	117	0	0	0.00	4.90	31	95	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							86.14	314.84	-630.83	88.42	319.16	-630.45	
1323/42	20	117	20	118	0	0	0.00	3.52	8	115	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0	R5						88.42	319.16	-630.45	88.85	322.56	-631.27	
1323/42	20	118	20	119	0	0	0.00	6.71	358	153	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							88.85	322.56	-631.27	86.09	326.13	-636.23	
1323/42	20	5	21	1	0	0	0.00	7.40	285	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/07/1996	0							93.12	72.09	-253.60	85.99	74.01	-253.08	
1323/42	21	1	10	25	0	0	0.00	12.50	245	-69	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	21	2	3	08/07/1996	0							85.99	74.01	-253.08	81.93	72.11	-264.75	
1323/42	20	6	22	1	0	0	0.00	10.47	219	-39	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/07/1996	0							101.36	72.24	-252.29	96.24	65.91	-258.88	
1323/42	20	12	23	1	0	0	0.00	3.60	280	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/07/1996	0							112.39	80.81	-268.23	108.84	81.44	-268.23	
1323/42	20	18	24	1	0	0	0.00	6.86	235	-8	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/07/1996	0							125.47	84.95	-287.61	119.91	81.06	-288.56	
