Cave	RefPassage	RefStation	Passage	Station	Start	End	Depth	Length	Azimuth	Inclination	LRUDs	Left	Right	Up	Down	ProfileX	ProfileY	Profile	Instrument	Direction	Weight	Loop	Colour	Level	Date	Surveyor	Title	Info	Material	Tasks	Comment	RefCave	RefX	RefY	RefZ	X	Y	Z	State
1323/42	20	23	40	1	0	0	0.00	3.58	110	26	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0							118.98	104.79	-303.60	122.00	103.69	-302.03	
1323/42	40	1	40	2	0	0	0.00	11.24	49	-6	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0	Biwak 3						122.00	103.69	-302.03	130.44	111.02	-303.20	
1323/42	40	2	40	3	0	0	0.00	9.93	70	-11	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0							130.44	111.02	-303.20	139.60	114.36	-305.10	
1323/42	40	1	41	1	0	0	0.00	8.39	109	-37	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/09/1996	0							122.00	103.69	-302.03	128.34	101.51	-307.08	
1323/42	20	25	42	1	0	0	0.00	11.80	212	-18	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/09/1996	0							114.22	99.36	-310.56	108.28	89.84	-314.21	
1323/42	20	40	50	1	0	0	0.00	22.00	350	34	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							116.85	131.15	-416.50	113.68	149.11	-404.19	
1323/42	20	40	51	1	0	0	0.00	12.09	83	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/10/1997	0							116.85	131.15	-416.50	128.83	132.62	-415.86	
1323/42	20	45	52	1	0	0	0.00	10.00	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	1	0	0	2	2	08/10/1997	0							123.41	148.65	-411.76	123.41	148.65	-421.76	
1323/42	20	51	53	1	0	0	0.00	8.93	212	-8	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/10/1997	0							137.06	156.23	-424.49	132.38	148.73	-425.74	
1323/42	20	58	54	1	0	0	0.00	7.65	36	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	0	0	0	2	2	08/13/1997	0							131.70	173.39	-455.89	136.19	179.58	-455.89	
1323/42	20	60	55	1	0	0	0.00	11.75	348	14	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	0	0	0	2	2	08/13/1997	0							126.46	175.51	-480.74	124.09	186.66	-477.90	
1323/42	20	45	60	1	0	0	0.00	8.14	28	100	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							123.41	148.65	-411.76	126.87	156.01	-411.76	
1323/42	60	1	60	2	0	0	0.00	10.72	30	94	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							126.87	156.01	-411.76	131.72	165.52	-410.75	
1323/42	60	2	60	3	0	0	0.00	5.60	26	91	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							131.72	165.52	-410.75	133.92	170.61	-409.96	
1323/42	60	3	60	4	0	0	0.00	3.91	317	51	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							133.92	170.61	-409.96	131.21	171.35	-407.24	
1323/42	60	4	60	5	0	0	0.00	5.08	335	101	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							131.21	171.35	-407.24	126.88	174.01	-407.32	
1323/42	60	5	60	6	0	0	0.00	1.41	35	150	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0	Terminal 2, P25						126.88	174.01	-407.32	127.40	174.86	-408.31	
1323/42	60	6	20	56	0	0	0.00	22.54	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	60	2	2	08/10/1998	0							127.40	174.86	-408.31	127.40	174.86	-430.85	
1323/42	20	55	61	1	0	0	0.00	30.20	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/10/1998	0							132.98	170.37	-435.70	132.98	170.37	-405.50	
1323/42	20	64	70	1	0	0	0.00	9.47	240	105	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1.5	0	0	2	2	08/10/1998	0							121.19	191.48	-516.50	115.64	183.84	-517.25	
1323/42	20	85	80	1	0	0	0.00	4.88	280	30	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	80	2	2	08/13/1998	0							88.11	231.66	-590.11	86.00	230.98	-585.76	
1323/42	80	1	80	2	0	0	0.00	5.29	320	100	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	80	2	2	08/13/1998	0	R4						86.00	230.98	-585.76	80.97	232.61	-585.76	
1323/42	80	2	80	3	0	0	0.00	4.90	275	181	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	80	2	2	08/13/1998	0							80.97	232.61	-585.76	79.64	232.06	-590.44	
1323/42	80	3	80	4	0	0	0.00	3.64	243	91	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	80	2	2	08/13/1998	0	P10						79.64	232.06	-590.44	77.39	229.25	-589.93	
1323/42	80	4	80	5	0	0	0.00	11.72	42	168	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-0.7	0	80	2	2	08/13/1998	0							77.39	229.25	-589.93	80.85	233.71	-600.20	
1323/42	80	5	20	88	0	0	0.00	1.34	120	62	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	80	2	2	08/13/1998	0							80.85	233.71	-600.20	81.90	233.37	-599.45	
1323/42	80	4	81	1	0	0	0.00	11.09	285	95	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/13/1998	0							77.39	229.25	-589.93	66.64	226.67	-589.06	
1323/42	20	107	90	1	0	0	0.00	7.06	348	68	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/23/1999	0							67.27	280.10	-627.05	62.76	284.34	-623.65	
1323/42	20	119	91	1	0	0	0.00	5.06	330	44	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0							86.09	326.13	-636.23	83.21	327.59	-632.34	
1323/42	91	1	91	2	0	0	0.00	8.13	290	50	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0	Versturzhalle						83.21	327.59	-632.34	77.53	326.69	-626.59	
1323/42	91	2	91	3	0	0	0.00	4.67	390	120	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0							77.53	326.69	-626.59	76.84	331.08	-628.03	
1323/42	91	3	91	4	0	0	0.00	5.01	85	85	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0							76.84	331.08	-628.03	81.58	332.21	-626.86	
1323/42	91	4	91	5	0	0	0.00	8.10	45	95	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0							81.58	332.21	-626.86	86.82	338.35	-626.22	
1323/42	91	5	91	6	0	0	0.00	5.55	50	104	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0	Schluf der Mutlosen						86.82	338.35	-626.22	90.74	342.27	-626.57	
1323/42	91	5	92	1	0	0	0.00	2.66	100	90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/24/1999	0							86.82	338.35	-626.22	89.45	338.35	-625.81	
1323/42	10	16	95	1	0	0	0.00	5.31	270	14	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/26/1999	0							80.09	60.55	-222.50	74.94	60.55	-221.21	
1323/42	95	1	95	2	0	0	0.00	9.12	277	-14	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/26/1999	0							74.94	60.55	-221.21	66.16	61.63	-223.42	
1323/42	95	2	95	3	0	0	0.00	3.15	274	-34	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/26/1999	0							66.16	61.63	-223.42	63.55	61.81	-225.18	
1323/42	95	3	95	4	0	0	0.00	2.40	285	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0	1	-1	0	0	2	2	08/26/1999	0	Missing Link, P15						63.55	61.81	-225.18	61.24	62.43	-224.97	
1323/42	95	4	95	5	0	0	0.00	15.00	268	-67	0	1.00	4.00	6.00	4.00	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							61.24	62.43	-224.97	55.39	62.37	-238.76	
1323/42	95	5	95	6	0	0	0.00	5.16	256	4	0	0.00	5.00	20.00	1.50	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0	P53						55.39	62.37	-238.76	50.38	61.26	-238.40	
1323/42	95	6	95	7	0	0	0.00	7.84	263	-50	0	0.00	5.00	20.00	1.50	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							50.38	61.26	-238.40	45.38	60.77	-244.40	
1323/42	95	7	95	9	0	0	0.00	3.60	250	-62	0	0.00	8.00	8.00	2.00	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							45.38	60.77	-244.40	43.78	60.23	-247.57	
1323/42	95	9	95	10	0	0	0.00	3.93	305	-70	0	8.00	6.00	8.00	0.00	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							43.78	60.23	-247.57	42.70	61.03	-251.26	
1323/42	95	10	95	11	0	0	0.00	35.80	0	-90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							42.70	61.03	-251.26	42.70	61.03	-287.06	
1323/42	95	11	1	30	0	0	0.00	5.00	240	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	3	-1	0	95	2	2	08/23/2002	0							42.70	61.03	-287.06	38.32	58.65	-287.06	
1323/42	95	5	96	1	0	0	0.00	3.68	345	0	0	5.00	1.00	15.00	1.00	0.00	0.00	0	3	0	0	0	2	2	08/23/2002	0							55.39	62.37	-238.76	54.53	65.94	-238.76	
1323/42	96	1	96	2	0	0	0.00	6.77	90	-19	0	0.75	0.75	3.00	1.00	0.00	0.00	0	3	0.5	0	0	2	2	08/23/2002	0							54.53	65.94	-238.76	60.91	65.78	-240.96	
1323/42	96	2	96	3	0	0	0.00	17.00	64	-42	0	2.50	2.50	1.00	2.00	0.00	0.00	0	3	0.5	0	0	2	2	08/23/2002	0							60.91	65.78	-240.96	72.37	71.01	-252.31	
1323/42	20	119	100	1	0	0	0.00	5.68	328	138	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							86.09	326.13	-636.23	81.84	328.13	-639.43	
1323/42	100	1	100	2	0	0	0.00	1.18	190	84	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							81.84	328.13	-639.43	82.01	327.00	-639.13	
1323/42	100	2	100	3	0	0	0.00	9.90	384	87	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							82.01	327.00	-639.13	79.60	336.39	-637.13	
1323/42	100	3	100	4	0	0	0.00	4.55	10	127	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							79.60	336.39	-637.13	80.25	340.48	-639.00	
1323/42	100	4	100	5	0	0	0.00	6.45	35	122	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							80.25	340.48	-639.00	83.42	345.66	-641.18	
1323/42	100	5	100	6	0	0	0.00	2.74	66	90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							83.42	345.66	-641.18	85.75	347.03	-640.75	
1323/42	100	6	100	7	0	0	0.00	2.78	53	66	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							85.75	347.03	-640.75	87.52	348.64	-639.34	
1323/42	100	7	100	8	0	0	0.00	5.00	62	108	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							87.52	348.64	-639.34	91.62	351.43	-639.97	
1323/42	100	8	100	9	0	0	0.00	6.58	95	91	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							91.62	351.43	-639.97	98.12	351.94	-639.04	
1323/42	100	9	100	10	0	0	0.00	5.40	76	102	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0	P13						98.12	351.94	-639.04	103.14	353.93	-639.21	
1323/42	100	10	100	11	0	0	0.00	2.22	107	140	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							103.14	353.93	-639.21	104.92	353.73	-640.51	
1323/42	100	11	100	12	0	0	0.00	11.76	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							104.92	353.73	-640.51	104.92	353.73	-652.27	
1323/42	100	12	100	13	0	0	0.00	7.58	68	71	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							104.92	353.73	-652.27	110.89	357.01	-648.94	
1323/42	100	13	100	14	0	0	0.00	10.92	92	160	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							110.89	357.01	-648.94	117.26	357.82	-657.77	
1323/42	100	14	100	15	0	0	0.00	3.36	138	89	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							117.26	357.82	-657.77	119.99	355.96	-657.20	
1323/42	100	15	100	16	0	0	0.00	2.81	69	80	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0	P16						119.99	355.96	-657.20	122.36	357.21	-656.33	
1323/42	100	16	100	17	0	0	0.00	15.85	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							122.36	357.21	-656.33	122.36	357.21	-672.18	
1323/42	100	17	100	18	0	0	0.00	6.56	125	93	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							122.36	357.21	-672.18	128.38	354.71	-671.46	
1323/42	100	18	100	19	0	0	0.00	14.38	60	105	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							128.38	354.71	-671.46	139.98	363.14	-672.59	
1323/42	100	19	100	20	0	0	0.00	15.82	40	102	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							139.98	363.14	-672.59	149.27	375.93	-673.08	
1323/42	100	20	100	21	0	0	0.00	2.92	320	104	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							149.27	375.93	-673.08	146.50	376.83	-673.27	
1323/42	100	21	100	22	0	0	0.00	2.50	260	111	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0	P26						146.50	376.83	-673.27	144.51	375.38	-673.70	
1323/42	100	22	100	23	0	0	0.00	6.16	330	170	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							144.51	375.38	-673.70	142.02	376.65	-679.18	
1323/42	100	23	100	24	0	0	0.00	15.69	346	180	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							142.02	376.65	-679.18	138.38	379.86	-694.11	
1323/42	100	24	100	25	0	0	0.00	6.07	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/25/1999	0							138.38	379.86	-694.11	138.38	379.86	-700.18	
1323/42	100	25	100	26	0	0	0.00	7.07	18	108	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							138.38	379.86	-700.18	140.34	386.60	-701.06	
1323/42	100	26	100	27	0	0	0.00	11.89	21	92	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							140.34	386.60	-701.06	144.16	397.76	-699.57	
1323/42	100	27	100	28	0	0	0.00	6.73	26	95	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							144.16	397.76	-699.57	146.82	403.91	-699.04	
1323/42	100	28	100	29	0	0	0.00	6.08	8	122	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0	Eroberung des Nutzlosen						146.82	403.91	-699.04	147.54	409.59	-701.10	
1323/42	100	29	100	30	0	0	0.00	7.39	3	153	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							147.54	409.59	-701.10	147.77	414.56	-706.57	
1323/42	100	30	100	31	0	0	0.00	1.92	26	61	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							147.77	414.56	-706.57	148.40	416.00	-705.47	
1323/42	100	31	100	32	0	0	0.00	2.05	20	105	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							148.40	416.00	-705.47	149.03	417.94	-705.63	
1323/42	100	32	100	33	0	0	0.00	5.13	15	120	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							149.03	417.94	-705.63	150.17	422.69	-707.21	
1323/42	100	33	100	34	0	0	0.00	2.05	380	118	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	2	2	08/21/2000	0							150.17	422.69	-707.21	149.56	424.56	-707.78	
1323/42	91	3	101	1	0	0	0.00	9.39	232	61	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							76.84	331.08	-628.03	73.14	324.35	-622.63	
1323/42	101	1	101	2	0	0	0.00	7.87	268	89	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-0.5	0	0	9	2	08/22/2000	0							73.14	324.35	-622.63	66.34	320.61	-621.28	
1323/42	101	2	101	3	0	0	0.00	6.43	255	85	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-0.5	0	0	9	2	08/22/2000	0							66.34	320.61	-621.28	61.59	316.55	-619.78	
1323/42	101	1	102	1	0	0	0.00	9.05	220	58	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							73.14	324.35	-622.63	70.93	317.54	-617.08	
1323/42	102	1	102	2	0	0	0.00	15.58	224	59	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							70.93	317.54	-617.08	66.34	305.96	-607.73	
1323/42	102	2	102	3	0	0	0.00	2.50	108	32	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							66.34	305.96	-607.73	67.54	305.81	-605.54	
1323/42	102	3	102	4	0	0	0.00	8.36	264	92	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							67.54	305.81	-605.54	60.53	301.36	-604.49	
1323/42	102	3	103	1	0	0	0.00	5.06	259	90	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	2	08/22/2000	0							67.54	305.81	-605.54	63.54	302.81	-604.75	
1323/42	103	1	103	2	0	0	0.00	4.68	286	67	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	9	08/22/2000	0							63.54	302.81	-604.75	59.57	301.92	-602.43	
1323/42	103	2	103	3	0	0	0.00	6.01	101	65	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	9	9	08/22/2000	0							59.57	301.92	-602.43	64.70	301.84	-599.29	
1323/42	103	3	103	4	0	0	0.00	6.78	48	83	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	9	4	08/22/2000	0							64.70	301.84	-599.29	69.17	306.61	-597.50	
1323/42	103	4	103	5	0	0	0.00	5.81	67	85	0	2.00	2.00	2.50	1.00	0.00	0.00	0	2	1	0	0	9	8	08/22/2000	0							69.17	306.61	-597.50	74.08	309.41	-596.14	
1323/42	103	5	103	6	0	0	0.00	28.86	238	71	0	0.00	2.50	2.00	1.00	0.00	0.00	0	2	-1	0	0	3	8	08/22/2000	0	Biwak 5						74.08	309.41	-596.14	59.51	287.97	-583.45	
1323/42	103	6	103	7	0	0	0.00	5.02	293	62	0	3.00	2.00	5.00	1.00	0.00	0.00	0	2	-1	0	0	3	8	08/22/2000	0							59.51	287.97	-583.45	55.39	287.52	-580.62	
1323/42	103	7	103	8	0	0	0.00	9.81	276	63	0	1.00	2.00	4.00	0.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2000	0	Garten für die Harten						55.39	287.52	-580.62	47.76	284.50	-575.24	
1323/42	103	8	103	9	0	0	0.00	9.03	320	150	0	0.50	0.50	1.00	0.50	0.00	0.00	0	2	-1	0	0	3	5	08/23/2000	0							47.76	284.50	-575.24	41.69	286.47	-581.62	
1323/42	103	9	103	10	0	0	0.00	5.08	245	85	0	1.00	0.50	2.00	1.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2000	0							41.69	286.47	-581.62	38.48	282.71	-580.44	
1323/42	103	10	103	11	0	0	0.00	16.17	255	62	0	2.00	0.00	1.00	3.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2000	0							38.48	282.71	-580.44	28.31	274.03	-571.35	
1323/42	103	11	103	12	0	0	0.00	7.26	245	60	0	2.00	1.00	4.00	1.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2000	0	Quergang						28.31	274.03	-571.35	24.50	269.56	-567.08	
1323/42	103	12	103	13	0	0	0.00	7.11	290	103	0	2.00	2.00	1.00	3.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2000	0							24.50	269.56	-567.08	17.48	268.45	-567.42	
1323/42	103	13	103	14	0	0	0.00	5.21	395	113	0	2.00	0.00	1.00	3.00	0.00	0.00	0	2	-1	0	0	7	6	08/23/2000	0	Velky Nic Moc Diry, P28						17.48	268.45	-567.42	17.08	273.54	-568.47	
1323/42	103	14	103	15	0	0	0.00	28.04	0	200	0	4.00	0.00	2.50	1.00	0.00	0.00	0	2	-1	0	0	7	6	08/23/2000	0							17.08	273.54	-568.47	17.08	273.54	-596.51	
1323/42	103	15	103	16	0	0	0.00	9.29	305	134	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	7	6	08/23/2000	0							17.08	273.54	-596.51	9.11	274.17	-601.24	
1323/42	103	16	103	17	0	0	0.00	11.69	80	65	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	7	6	08/23/2000	0	P15						9.11	274.17	-601.24	18.59	277.25	-595.13	
1323/42	103	17	103	18	0	0	0.00	15.51	0	200	0	2.00	0.00	2.00	1.00	0.00	0.00	0	2	1	0	0	7	6	08/23/2000	0							18.59	277.25	-595.13	18.59	277.25	-610.64	
1323/42	103	18	103	19	0	0	0.00	9.97	360	119	0	0.00	2.00	3.00	2.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							18.59	277.25	-610.64	12.99	284.95	-613.58	
1323/42	103	19	103	20	0	0	0.00	5.40	385	73	0	0.00	0.50	1.00	3.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							12.99	284.95	-613.58	11.84	289.74	-611.35	
1323/42	103	20	103	21	0	0	0.00	3.94	374	125	0	2.00	6.00	0.50	0.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							11.84	289.74	-611.35	10.40	293.08	-612.86	
1323/42	103	21	103	22	0	0	0.00	3.62	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							10.40	293.08	-612.86	10.40	293.08	-616.48	
1323/42	103	22	103	23	0	0	0.00	0.65	35	100	0	0.00	0.40	1.00	0.20	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							10.40	293.08	-616.48	10.73	293.64	-616.48	
1323/42	103	23	103	24	0	0	0.00	5.28	385	140	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							10.73	293.64	-616.48	9.74	297.79	-619.58	
1323/42	103	24	103	25	0	0	0.00	3.06	355	115	0	0.00	1.00	2.00	0.50	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0	Maly Nic Moc Diry						9.74	297.79	-619.58	7.81	300.05	-620.30	
1323/42	103	25	103	26	0	0	0.00	3.24	5	85	0	0.50	0.50	1.00	1.50	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							7.81	300.05	-620.30	8.05	303.19	-619.54	
1323/42	103	26	103	27	0	0	0.00	5.83	60	105	0	0.00	0.50	0.00	1.50	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							8.05	303.19	-619.54	12.75	306.61	-620.00	
1323/42	103	4	104	1	0	0	0.00	10.87	272	104	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	9	4	08/22/2000	0							69.17	306.61	-597.50	59.36	301.99	-598.18	
1323/42	104	1	104	2	0	0	0.00	9.58	275	98	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-0.5	0	0	9	4	08/22/2000	0							59.36	301.99	-598.18	50.51	298.32	-597.88	
1323/42	104	2	104	3	0	0	0.00	4.25	260	140	0	0.00	1.50	2.00	6.00	0.00	0.00	0	4	-0.5	0	104	9	4	08/20/2002	0							50.51	298.32	-597.88	47.69	296.38	-600.37	
1323/42	104	3	104	4	0	0	0.00	3.44	120	110	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-0.5	0	104	9	4	08/20/2002	0							47.69	296.38	-600.37	50.88	295.25	-600.91	
1323/42	103	2	106	1	0	0	0.00	11.66	250	95	0	1.00	3.00	0.00	2.00	0.00	0.00	0	2	-1	0	-106	9	4	08/21/2001	0							59.57	301.92	-602.43	51.35	293.70	-601.51	
1323/42	106	1	106	2	0	0	0.00	6.58	155	71	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	0	0	-106	9	4	08/21/2001	0							51.35	293.70	-601.51	55.19	289.21	-598.62	
1323/42	106	1	107	1	0	0	0.00	12.74	222	153	0	1.50	2.00	4.00	1.50	0.00	0.00	0	2	-1	0	0	9	4	08/21/2001	0							51.35	293.70	-601.51	48.45	285.63	-610.94	
1323/42	107	1	107	2	0	0	0.00	5.14	110	112	0	1.50	0.50	10.00	1.50	0.00	0.00	0	2	1	0	0	9	4	08/21/2001	0							48.45	285.63	-610.94	53.44	284.84	-611.90	
1323/42	107	2	107	3	0	0	0.00	4.78	395	128	0	1.50	0.00	0.50	0.20	0.00	0.00	0	2	1	0	0	9	4	08/21/2001	0							53.44	284.84	-611.90	53.10	289.16	-613.93	
1323/42	103	20	108	1	0	0	0.00	4.05	370	110	0	2.00	0.00	5.00	0.50	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							11.84	289.74	-611.35	10.02	293.30	-611.99	
1323/42	108	1	108	2	0	0	0.00	4.33	348	96	0	0.00	4.00	0.00	1.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							10.02	293.30	-611.99	6.87	296.26	-611.71	
1323/42	108	2	108	3	0	0	0.00	10.81	65	109	0	0.20	0.20	0.30	0.20	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							6.87	296.26	-611.71	16.00	301.85	-613.24	
